2214,cdjellal,-1
2215,cdnpluralism,gazzema
2216,cdosummit,-1
2217,cdp,sureshkito
2218,cdsbglobal,sureshkito
2219,cdw_jessica,-1
2220,ce_bernard,journaldunet
2221,ceachair,sureshkito
2222,ceah199,exagolo
2223,cecalli_helper,cecalli_helper
2224,cecarri,wef
2225,cechr_uod,gazzema
2226,cecigiorfue,realdonaldtrump
2227,cecileeynard,bearlytech
2228,cecileriffard,cecileriffard
2229,cecilia_sap,h_u_i_r
2230,ceciliabrockman,scepuebla
2231,ceciliawinckler,bearlytech
2232,cecsrdi,glanceclock
2233,ceddet,iambientecities
2234,cedricguerin,bigdatatweetbot
2235,cedricland,bearlytech
2236,ceeim_murcia,akwyz
2237,ceeivalencia,peopletechvlc
2238,ceezp,msftcitynext
2239,cegphirot,kenneth_sc
2240,cekicchanga,sassoftware
2241,celiabaroin,bearlytech
2242,celiablack,fndraising
2243,celiaein,-1
2244,celine_baumann,journaldunet
2245,celine_shake16,bearlytech
2246,celinelbo,emcuki
2247,celineluc,bearlytech
2248,celinepuffardi,makepeaceglobal
2249,celsiuscity,gazzema
2250,celticplus,h_u_i_r
2251,cem_ambiente,michelevianello
2252,cembizanalyst,wef
2253,cengativa,-1
2254,centreforcities,digicatapult
2255,ceomohd1963,wef
2256,ceptuniversity1,smartcityexpo
2257,cepyme_,h_u_i_r
2258,cepymenews,h_u_i_r
2259,ceraweek,-1
2260,cergu_tweets,sureshkito
2261,ceriwoolsgrove,saskiakluit
2262,certaefied,-1
2263,certidealfr,scepuebla
2264,certusetvertus,gazzema
2265,cerveceracan,-1
2266,cesappreviene,iambientecities
2267,cesarandbarros,intel_la
2268,cesarcer,bearlytech
2269,cesarchiino,h_u_i_r
2270,cesarmiralles,bobbycaudill
2271,cesarnogcps,makepeaceglobal
2272,cestrosi,villedaubagne
2273,cetmetacom,iambientecities
2274,cfair1,sureshkito
2275,cfcicambridge,smartcityexpo
2276,cfeashoka,mventuresin
2277,cfigueres,sureshkito
2278,cforghieri,h_u_i_r
2279,cfpatrick,sassoftware
2280,cg_cartagena,iambientecities
2281,cgacuenca,iambientecities
2282,cgcafeaaff,iambientecities
2283,cgledhill,-1
2284,cgsolomong,akwyz
2285,cgt,cgt
2286,cgtindrabcn,cgt
2287,cgtindramadrid,cgt
2288,ch9rotzfairfax,oceaanfietser
2289,ch_gardiner,bigdatatweetbot
2290,chaiiengechange,digicatapult
2291,chaireanmt,chaireanmt
2292,chalihadr,narendramodi
2293,chalinenath,iambientecities
2294,chambecarnet,-1
2295,chamberstech,scepuebla
2296,champdev_,skull_baba
2297,championnewsnet,fndraising
2298,chanboox,scepuebla
2299,chand_cruise,pwc_in
2300,chandanchhilwar,h_u_i_r
2301,chandoksumeet,skull_baba
2302,chandra97990296,skull_baba
2303,chandranr2015,dev_fadnavis
2304,chandrikamanjus,skull_baba
2305,chanelleashanti,-1
2306,change,-1
2307,changeorg_india,narendramodi
2308,chanis_21,zanoni
2309,channel7,wef
2310,channel9,sureshkito
2311,channelsmart,intel
2312,channingdutton,-1
2313,chantalmeck,gazzema
2314,chapelhillgov,alvaroanguix
2315,charlenevoltat,reichental
2316,charles_duron,h_u_i_r
2317,charles_fennell,ireneberns
2318,charles_sellers,-1
2319,charlesb430,gazzema
2320,charlesendirect,-1
2321,charleskriete,thinkbigkc
2322,charleslecoutre,erdf
2323,charlesrassaert,bearlytech
2324,charlie1_grea,h_u_i_r
2325,charlie44,sureshkito
2326,charliemuss,msftcitynext
2327,charlleparkeruk,craigbrownphd
2328,charlotte_glp,chaireanmt
2329,charlottelavln,kenneth_sc
2330,charlottencgov,-1
2331,charlottesabb,wedo_studios
2332,charlottestrijd,-1
2333,charlybl620,hdscorp
2334,chart_crate,nytimesbooks
2335,chartisocial,h_u_i_r
2336,charutap,dhcmumbai
2337,chatapon2,bearlytech
2338,chau_cristina,zanoni
2339,chavosredtorre,-1
2340,chawagaonwater,evanderburg
2341,chboursin,bearlytech
2342,chcantau,bearlytech
2343,chchristiaens,journaldunet
2344,chdasher,michelevianello
2345,cheappurplesuit,-1
2346,checco710,borrellidavid
2347,cheennef,-1
2348,cheeny000,myintel
2349,chelseaclinton,sureshkito
2350,chelsey3234,craigbrownphd
2351,chema_ar,ibmbigdata
2352,chemburchapters,-1
2353,chemnipot,sureshkito
2354,chenjieyiyi,151advisors
2355,chennaicorp,narendramodi
2356,cheqkeyroll,nadiaazlan
2357,cherrysouth,-1
2358,chesleyarellano,intel
2359,chessdunk,skull_baba
2360,chestertweet,-1
2361,chetusony,narendramodi
2362,chgl95,bearlytech
2363,chi2innovations,bigdatatweetbot
2364,chiaraboracchi,lifegate
2365,chiaramaule,chiaramaule
2366,chicagowater,-1
2367,chidi_igu,olaleyedada
2368,chiefwillis,peraisakop
2369,chiehchen0831,-1
2370,chigare74,skull_baba
2371,chiletecorg,iambientecities
2372,chiliboard,iambientecities
2373,chill4uscarers,bigdatatweetbot
2374,chinabrittech,dhcmumbai
2375,chinaeumission,-1
2376,chinaexpatscom,michelevianello
2377,chinafma,smartcityexpo
2378,chinanewswire,michelevianello
2379,chinchilli3,mcgillurbanlab
2380,chinigcid,intel
2381,chipimariana,gazzema
2382,chiranjivmanish,fakingnews
2383,chiru_news,-1
2384,chiu_lifen,intel
2385,chiubrit,hkdworldger
2386,chjmgarrote,bearlytech
2387,chlnogomzabalos,kenneth_sc
2388,chloelhoffmann,-1
2389,chncris797,intel_la
2390,chocomamoune,journaldunet
2391,cholacabrera,iambientecities
2392,chonapuch,-1
2393,choonlanl,-1
2394,chopemurray,c40cities
2395,chopsyturvey,chopsyturvey
2396,chorusnz,gazzema
2397,chotaliaurval,bigdatatweetbot
2398,chouhanshivraj,narendramodi
2399,chowdhurybharat,-1
2400,chpeter_at,oceaanfietser
2401,chris_minart,bigdatatweetbot
2402,chris_rezendes,m2mworld
2403,chris_zemelka,oceaanfietser
2404,chriscabrol,wef
2405,chriscelletti,ogilvydo
2406,chrisdavis31,bearlytech
2407,chrisedwards83,urban_teacher
2408,chrisgb00,chronbriansmith
2409,chrishemsworth,sureshkito
2410,chrisjangita,bigdatatweetbot
2411,chrismacasaet,thebigdome
2412,chrissanchis,bearlytech
2413,chrissie202,-1
2414,chrissmy,footyaccums
2415,christ_neumann,bearlytech
2416,christcalvo,osfa_11
2417,christellganier,bearlytech
2418,christhames29,fabbriflav2
2419,christian__v,smartcitycoder
2420,christianfbach,sureshkito
2421,christinagdp,wef
2422,christinajanik1,nxtoli
2423,christinazaba,martin_oxley
2424,christinechadwi,c40cities
2425,christinedianen,thebigdome
2426,christinedv,ktn_creative
2427,christinmptoi,narendramodi
2428,christo20722105,slone
2429,christodemp,saskiakluit
2430,christophealaux,chaireanmt
2431,christophebechu,bearlytech
2432,chriswathan,-1
2433,chriswhittle86,bigdatatweetbot
2434,chriswhubbard,-1
2435,chrlstagle,amitenterprise
2436,chronbriansmith,chronbriansmith
2437,chryssesn,gazzema
2438,chthierry,h_u_i_r
2439,chuckmartin,-1
2440,chull_rp,kenneth_sc
2441,chustamparo,-1
2442,cicactualidad,scepuebla
2443,cicciospam,fabbriflav2
2444,cienciaxpueblo,evgenymorozov
2445,cies_no,iambientecities
2446,cifuentesaura,bearlytech
2447,cihtuk,-1
2448,ciktn,ktn_creative
2449,cimetrics,thinkbigkc
2450,cinalawson,bearlytech
2451,cinder4,-1
2452,cindyanne27,cindyanne27
2453,cindyfsolomon,reichental
2454,cindymccain,sureshkito
2455,cindywilberts,-1
2456,cinking,cinking
2457,cinncosmartcity,scepuebla
2458,cint212,cint_security
2459,cint28209105,cint_security
2460,cint_security,cint_security
2461,cintdelhi1,cint_security
2462,cinthiacolins,acalidoniohn
2463,cintrondw,-1
2464,cintsecurity,cint_security
2465,cio_ebooks,ktn_creative
2466,ciolosdacian,sureshkito
2467,ciolourdes,journaldunet
2468,cioreview,ieeesmartcities
2469,cipmed,bearlytech
2470,cirb_cibg,journaldunet
2471,circeaeaea50,-1
2472,circlcenter,-1
2473,circulareco,urbangreenedu
2474,circuspolitico,nytimesbooks
2475,cired8568,bearlytech
2476,ciroperalta,tutouhiaalcalde
2477,cis_smartcities,smartcityexpo
2478,cisco,dcchamber
2479,cisco_cyprus,attbusiness
2480,cisco_germany,cisco_germany
2481,cisco_greece,kenneth_sc
2482,ciscoapac,gazzema
2483,ciscoctao,draliv
2484,ciscoemear,ethekwinim
2485,ciscofrance,bearlytech
2486,ciscomexico,-1
2487,cisconetacad,attbusiness
2488,ciscostatelocal,msftcitynext
2489,ciscouki,draliv
2490,cisilion,draliv
2491,cisummit,sureshkito
2492,cit_upc,dcchamber
2493,cita_ltd,smartcityexpo
2494,citabimgroup,smartcityexpo
2495,citedesservices,bearlytech
2496,citelumaus,scepuebla
2497,citelummx,scepuebla
2498,citidotio,dhcmumbai
2499,cities_daily,c40cities
2500,cities_today,msftcitynext
2501,citiesandcollab,digicatapult
2502,citiesandwaste,ieeesmartcities
2503,citieschallenge,oceaanfietser
2504,citiesmigration,gazzema
2505,citiesoxford,makepeaceglobal
2506,citiessmart,smartcityexpo
2507,citiesthefuture,bigdatatweetbot
2508,citipa,bigdatatweetbot
2509,citizencx,akwyz
2510,citizenlabco,intel
2511,citizenscience_,sureshkito
2512,citizensofwallo,bearlytech
2513,citopicmadrid,iambientecities
2514,cittadelbio,fabbriflav2
2515,cittadimodena,cittadimodena
2516,cittadinireatti,reichental
2517,city4ageproject,gazzema
2518,city_findme,-1
2519,city_insights,wef
2520,city_of_roanoke,mikesno1girl
2521,cityage,c40cities
2522,cityatlas,gazzema
2523,citybeautiful,sureshkito
2524,cityevents_2016,-1
2525,cityfied_eu,gazzema
2526,cityforward,smartcityexpo
2527,citygooo,bearlytech
2528,citygreener,msftcitynext
2529,cityguidenyc,-1
2530,citykeys_eu,-1
2531,citylab,makepeaceglobal
2532,citylityapp,bearlytech
2533,cityofasheville,cityofasheville
2534,cityofaugusta,-1
2535,cityofcalgary,evanderburg
2536,cityofct,compactofmayors
2537,cityofdurban,compactofmayors
2538,cityofjaipur,-1
2539,cityofjoburgza,compactofmayors
2540,cityoflondon,samdave69
2541,cityofmadison,andibattops
2542,cityofpaloalto,reichental
2543,cityofsandiego,ghayslip
2544,cityofsound,exagolo
2545,cityosio,smartcityexpo
2546,cityprotocolsoc,msftcitynext
2547,citysanleandro,hardwarecon
2548,citysciences,ieeesmartcities
2549,cityscientists,ieeesmartcities
2550,cityshare,dcchamber
2551,citysourced,reichental
2552,cityyear,sureshkito
2553,cityzeneu,-1
2554,cityzenith5d,kenneth_sc
2555,ciudadelfuturo,scepuebla
2556,ciudadinteli_cl,iambientecities
2557,ciudadinteligen,scepuebla
2558,civicdataally,-1
2559,civicsandiego,-1
2560,civictechsea,reichental
2561,civiqscapes,dhcmumbai
2562,cjaoun,bigdatatweetbot
2563,cjiqbal,bigdatatweetbot
2564,cjkonrad,thinkbigkc
2565,ckbhosdike,-1
2566,ckiritu,bigdatatweetbot
2567,ckmcfarland,dcchamber
2568,ckreutz,ktn_creative
2569,claimclem,bearlytech
2570,clairecaminati,bearlytech
2571,clairegoussard,erdf
2572,clairemhopkins,oceaanfietser
2573,clambertpro,bearlytech
2574,clara_magazine,bearlytech
2575,clarissemoisand,wedo_studios
2576,clarita_mate,thinkbigkc
2577,claritabestbcn,attbusiness
2578,clarkdavis55,slone
2579,clarkeyael,journaldunet
2580,classcharts,urban_teacher
2581,claude_dru,chaireanmt
2582,claudia_imhoff,reworkyulia
2583,claudiaottaggio,gazzema
2584,claudioalpalice,dhcmumbai
2585,claupuentes,h_u_i_r
2586,clauregenjo,zanoni
2587,claychristensen,sureshkito
2588,claytonreid,-1
2589,clcrissad,bearlytech
2590,cleandatacentre,-1
2591,cleaninby,footyaccums
2592,cleantechken,dhcmumbai
2593,cleantechnl,-1
2594,cleanuptn,narendramodi
2595,clearblade,-1
2596,clearedgerec,gazzema
2597,clearstream_g,-1
2598,clechinoko,-1
2599,clefortransit,msftcitynext
2600,cleiva101,cleiva101
2601,clemaurisse,scepuebla
2602,clemboutard,erdf
2603,clementeserge,bearlytech
2604,clempacaud,bearlytech
2605,click_counter,fndraising
2606,cliffordious,bigdatatweetbot
2607,climate_center,sureshkito
2608,climatebonds,h_u_i_r
2609,climateinteract,sureshkito
2610,climateofgavin,sureshkito
2611,climateprogress,sureshkito
2612,climatest,sureshkito
2613,climatewise2015,urbangreenedu
2614,clinesproject,ieeesmartcities
2615,clipsproject,h_u_i_r
2616,cllrsuzanne,wef
2617,cloeh_,-1
2618,clondoner92,bigdatatweetbot
2619,clopezsa,iambientecities
2620,cloudera,-1
2621,cloudexpo,evanderburg
2622,cloudexpowire,evanderburg
2623,cloudflak,msftcitynext
2624,cloudjobfair,evanderburg
2625,cloudnumnine,greetsmrati
2626,cloudopting,-1
2627,cloudtweaks,c40cities
2628,cloudwork3r,msftcitynext
2629,cloudycounty,cecalli_helper
2630,cloutsmartcity,akwyz
2631,clrsilva73,wef
2632,cltheartsgb,alvaroanguix
2633,club_marche,entilocalifi
2634,clubascolipicen,entilocalifi
2635,clubfreelance,bearlytech
2636,clubjuridico,scepuebla
2637,clujcowork,swcluj
2638,clusirra,h_u_i_r
2639,clustergaia,ieeesmartcities
2640,clustergatcarai,bearlytech
2641,cmaasociados,iambientecities
2642,cmacadre,bearlytech
2643,cmada29,ituser_es
2644,cmalkowska,martin_oxley
2645,cmarillon,bearlytech
2646,cmartin_hdez,wef
2647,cmartinpro,bearlytech
2648,cmcw16,digicatapult
2649,cmdengler,-1
2650,cmgessier,erdf
2651,cmincham,wef
2652,cmnewsandviews,abergrenmiller
2653,cmofficeup,narendramodi
2654,cmofkarnataka,cmofkarnataka
2655,cmomaharashtra,narendramodi
2656,cmondragonv,iambientecities
2657,cmperatsakis,-1
2658,cmswire,bigdatatweetbot
2659,cmunicipios1,scepuebla
2660,cnbc_awaaz,-1
2661,cnbctv18news,-1
2662,cne1410,bearlytech
2663,cnjar,ireneberns
2664,cnnconnect,smartcityexpo
2665,cnnmex,-1
2666,cnnum,bearlytech
2667,cnoble38,slone
2668,cnuguk,cnuguk
2669,coaatiemu,faitelandalucia
2670,coachdb181,-1
2671,coalesceo,-1
2672,cocklest_woman,craigbrownphd
2673,cocorivarossa,gazzema
2674,code4huntsville,alvaroanguix
2675,code_n,-1
2676,codeclubaus,smartcitycoder
2677,codeforamerica,smartcityexpo
2678,codeorg,-1
2679,coderdojolim,smartcitycoder
2680,coderdojosf,smartcitycoder
2681,codespano,thinkbigkc
2682,codesparrennes,bearlytech
2683,codyhochstenb,exagolo
2684,coecytcoahuila,scepuebla
2685,coenpdz,oceaanfietser
2686,coffeebeanqatar,qabritish
2687,cogitt_aegitt,-1
2688,cognicitycw,fabbriflav2
2689,coiemanesque,-1
2690,coiirm,-1
2691,coitimur,ituser_es
2692,coitta_aagit,coitta_aagit
2693,cojedi_za,-1
2694,colemancbx,-1
2695,colintg,sapindustries
2696,colleen,smartcityexpo
2697,collenbe,nytimesbooks
2698,coloadx,dhcmumbai
2699,colortwits,reichental
2700,colouree,chaireanmt
2701,colraftery,evanderburg
2702,columbiawater,-1
2703,columbusgov,-1
2704,colvilled,-1
2705,colziale,wef
2706,comactmk,reworkyulia
2707,comarcaltv,-1
2708,combatkim9kg,msftcitynext
2709,combeau_naomis,bearlytech
2710,combo2600,andrecaro88
2711,comealiveimages,bearlytech
2712,comeconspire,msftcitynext
2713,comercio_uva,scepuebla
2714,commae1,fabbriflav2
2715,commenco,ieeesmartcities
2716,commercebank,rukcmo
2717,commercegov,dhcmumbai
2718,commercetrain,akwyz
2719,commissionerbmc,smartcityexpo
2720,committee4syd,-1
2721,commonfloor,-1
2722,commonpurpose,sureshkito
2723,commsmea,fabbriflav2
2724,commsweek,-1
2725,communautique,journaldunet
2726,comobity,h_u_i_r
2727,compactofmayors,compactofmayors
2728,comparethecloud,hdscorp
2729,comparissaclay,michelevianello
2730,compass4d,-1
2731,compete4good,digicatapult
2732,complubot,coitta_aagit
2733,computerweekly,bigdatatweetbot
2734,computerworld,smartcityexpo
2735,comsa_corp,scepuebla
2736,comthingssas,faitelandalucia
2737,comuneap,entilocalifi
2738,comunediudine,gazzema
2739,comunefi,-1
2740,comunidadesprop,fabbriflav2
2741,conacyt_mx,scepuebla
2742,concha5115,h_u_i_r
2743,concienciapubli,h_u_i_r
2744,concomcow,ieeesmartcities
2745,concoursp11,groupeesaip
2746,condohares,-1
2747,confare,akwyz
2748,confirmedapp,digicatapult
2749,conflictnerd,-1
2750,confusiongrows,-1
2751,congresoci,msftcitynext
2752,congresoperu,h_u_i_r
2753,congress2019,skull_baba
2754,congressfans,skull_baba
2755,congressichokra,intel
2756,congressionalt,senjeffmerkley
2757,conkers3,thinkbigkc
2758,connect4climate,sureshkito
2759,connectedstuff,samcharrington
2760,connectedwmag,hdscorp
2761,connecthings,gazzema
2762,connecttogood,-1
2763,connerssales,smartcityexpo
2764,connorjubbbb,footyaccums
2765,conorcusack,dcchamber
2766,conordando,footyaccums
2767,conorneill,attbusiness
2768,conradnobert,nytimesbooks
2769,conservastore,narendramodi
2770,consomm_acteurs,bearlytech
2771,constgd19,bearlytech
2772,constouf,bearlytech
2773,construbeckersl,faitelandalucia
2774,construcreview,construcreview
2775,construction,-1
2776,construction21,gazzema
2777,construction21f,bearlytech
2778,consultingemc,journaldunet
2779,consultingp,bearlytech
2780,consultingtic,h_u_i_r
2781,consultlau,-1
2782,consumerskenya,bigdatatweetbot
2783,consynchrousa,dhcmumbai
2784,contagiousbeing,-1
2785,containersexpo,evanderburg
2786,contendersols,-1
2787,conteudochave,-1
2788,contextworld,-1
2789,continuum_b,hdscorp
2790,control_risks,-1
2791,controlan,tysentidocomun
2792,controltechinc,intel
2793,convencionespue,-1
2794,convergencescvl,bearlytech
2795,conwaino,-1
2796,cooking4bernie,ireneberns
2797,cooking_hacks,msftcitynext
2798,coolronald,wef
2799,coomunicando,msftcitynext
2800,cooperto,iambientecities
2801,coopsciscoop,-1
2802,cop21,sureshkito
2803,cop21en,sureshkito
2804,copandes,vmbonillao
2805,coparkco,bearlytech
2806,copenhagentpnws,bigdatatweetbot
2807,copper__boom,-1
2808,cor_president,sureshkito
2809,coraliebaumard,erdf
2810,corchadojm,dcchamber
2811,corcoran_nyc,msftcitynext
2812,cordeliameacher,kenneth_sc
2813,cordoba_diario,uniauniversidad
2814,cordopolis_es,uniauniversidad
2815,coren1gervasoni,bearlytech
2816,corentin2g,bearlytech
2817,corentinpane,michelevianello
2818,corfo,iambientecities
2819,corinaangheloiu,msftcitynext
2820,corinacretueu,sureshkito
2821,corinnecasanova,bearlytech
2822,corinoconnell,evanderburg
2823,corixgroup,ieeesmartcities
2824,corkdigital,akwyz
2825,corknowmagazine,akwyz
2826,cornuzsarah,journaldunet
2827,corolleurc,bearlytech
2828,corpcounsel,altheaabillins
2829,correaariel3,acalidoniohn
2830,correadan,dcchamber
2831,correos,correos
2832,corresponsables,intel_la
2833,corriereit,corriereit
2834,corrineheaney,evanderburg
2835,cory_minton,bigdatatweetbot
2836,cosagov,msftcitynext
2837,cosmote,kenneth_sc
2838,cosmunity,-1
2839,costa_lorenz,gazzema
2840,costareports,-1
2841,costellop,-1
2842,costingtheearth,pkcarnie
2843,costout_info,smartcityexpo
2844,cotec_innova,cotec_innova
2845,cotetoulouse,bearlytech
2846,counterfearzone,bigdatatweetbot
2847,countonus_nocal,reichental
2848,countyofla,teamsixthirty
2849,coupon_sarkar,c40cities
2850,coupondealsllc,nytimesbooks
2851,courtneykehl1,evanderburg
2852,couturenajat,glanceclock
2853,covaipost,-1
2854,coventry_city,coventry_city
2855,coventryupdate,coventry_city
2856,cowboynewsbot,-1
2857,cowheed,kenneth_sc
2858,coworkinco,mventuresin
2859,coworkingchambe,bearlytech
2860,coynexiongukd,danielburrus
2861,coyote1800,gazzema
2862,cp2e,-1
2863,cpaoli,journaldunet
2864,cparrino,bigdatatweetbot
2865,cpc_tweet,urban_teacher
2866,cpldbelgium,gazzema
2867,cpmr_europe,sureshkito
2868,cpneri_esigroup,villedaubagne
2869,cpolosecki,bearlytech
2870,cpozmentier,villedaubagne
2871,cpr_india,sureshkito
2872,cr0wdfund,digicatapult
2873,cradicalcesar,tutouhiaalcalde
2874,cradlepoint,-1
2875,cradlepointuk,-1
2876,craiconmuff,bobbycaudill
2877,craigbrownphd,craigbrownphd
2878,craigjtodd,-1
2879,craigp_morrison,-1
2880,craigstedman,gazzema
2881,craigzelizer,digicatapult
2882,craissacljm,bearlytech
2883,crazy_pragy,pwc_in
2884,crazydiode,-1
2885,creacities,bearlytech
2886,creandoredesre,-1
2887,creasandart,bearlytech
2888,createtmrw,thinkbigkc
2889,creatifi_fi,wef
2890,creativebklyn,-1
2891,creativewal,bearlytech
2892,credainational,-1
2893,creekmr,gazzema
2894,crefeed,propertycapsule
2895,creiddouthat,reichental
2896,cremenhds,hdscorp
2897,creodk_cpheu,-1
2898,crewbloom,journaldunet
2899,crfassurances,bearlytech
2900,cricketondns,ktn_creative
2901,crisglago,smartcityexpo
2902,crismuymedia,-1
2903,cristian_acos32,scepuebla
2904,cristianaq69,borrellidavid
2905,cristiancasado,wef
2906,cristiantrb,nytimesbooks
2907,cristiaraya,iambientecities
2908,cristin46034949,acalidoniohn
2909,cristina_b_f,rguezcheca
2910,cristinacubas4,acalidoniohn
2911,cristinaferraz,bigdatatweetbot
2912,cristyswink,alvaroanguix
2913,critinformatics,msftcitynext
2914,critique_immo,bearlytech
2915,crittsavoie,-1
2916,crm_cws_cloud,evanderburg
2917,crm_evangelista,-1
2918,crom_well,osfa_11
2919,crossnode_io,bearlytech
2920,crosthwaitera,hdscorp
2921,crowdconnected,sureshkito
2922,crowdfrica,georgesromme
2923,crowdfunding365,bearlytech
2924,crowdsourceress,compactofmayors
2925,crowdweek,crowdweek
2926,crownfibre,gazzema
2927,crrobertoguzman,iambientecities
2928,crucial_tech,fndraising
2929,crwilson_84,h_u_i_r
2930,cryptosoftltd,bigdatatweetbot
2931,crystal_angels1,smartcitycomics
2932,cs_caucus,ieeesmartcities
2933,cs_dojo,-1
2934,cs_santcugat,-1
2935,csabbah,-1
2936,csantagati,reichental
2937,csbaleares,cspalmamallorca
2938,csbhagya,fndraising
2939,csciva,reichental
2940,csclpz,hdscorp
2941,cseery,ieeesmartcities
2942,csemag,hdscorp
2943,csis_usld,dhcmumbai
2944,cskerala,intel
2945,cslai2011,h_u_i_r
2946,csn_andy,chaireanmt
2947,csorozco,iambientecities
2948,csostenibilidad,bigdatatweetbot
2949,cspacificsouth,dhcmumbai
2950,cspalmamallorca,cspalmamallorca
2951,cspanwj,-1
2952,csppinkos,senjeffmerkley
2953,csr4peace,narendramodi
2954,csrbloggers,msftcitynext
2955,css_maid,osfa_11
2956,csussc,faitelandalucia
2957,ctatech,-1
2958,ctazkalon,-1
2959,ctcon,iambientecities
2960,cthomasetienne,bearlytech
2961,ctia,akwyz
2962,ctiashows,akwyz
2963,ctorresreporter,sureshkito
2964,ctostraighttalk,michelevianello
2965,ctprochnow,thinkbigkc
2966,ctwigg1,msftcitynext
2967,cuandolaumadlce,kenneth_sc
2968,cuauhtemocbco,scepuebla
2969,cubicts,smartcityexpo
2970,cucagamarra,pplogrono
2971,cuencadigital15,iambientecities
2972,cuencalerma,intel_la
2973,cuevasdebachaco,iambientecities
2974,cugatcat,-1
2975,culasolutlons,craigbrownphd
2976,culturadem,-1
2977,culturatic,ieeesmartcities
2978,culture_ireland,smartcitycomics
2979,cultureinbrum,ktn_creative
2980,culver_colby57,kobybatts
2981,cumapp,iambientecities
2982,cumgaia,iambientecities
2983,cunvc,bigdatatweetbot
2984,cunyjschool,dandoctoroff
2985,curatingla,curatingla
2986,cureworks,thinkbigkc
2987,curlyjess79,urban_teacher
2988,curr4n_jmc,kenneth_sc
2989,currentbyge,currentbyge
2990,currycymraeg,reworkyulia
2991,customjewel,attbusiness
2992,cvpip,evanderburg
2993,cyan_plc,-1
2994,cyber_dog_,disgamechanger
2995,cyber_dystopia,glanceclock
2996,cyber_healthy,disgamechanger
2997,cyberattacksqua,disgamechanger
2998,cyberexaminer,evanderburg
2999,cyberjayabuzz,-1
3000,cybermarshalmx,evanderburg
3001,cybersec_iot,glanceclock
3002,cybersec_rock,disgamechanger
3003,cybertaters,glanceclock
3004,cybertoolsbooks,disgamechanger
3005,cybervisionusa,asiarheyeva
3006,cyclaw,nytimesbooks
3007,cyclelogistics,saskiakluit
3008,cyclepalooza,gerardoyyc
3009,cycling7777,brooklynspoke
3010,cycling_embassy,saskiakluit
3011,cydborg,bearlytech
3012,cyient,-1
3013,cyndilieske,msftcitynext
3014,cynnalcymru,reworkyulia
3015,cynthiagarcia_2,iupalencia
3016,cynthiiiia79,craigbrownphd
3017,cyrillecormier,gazzema
3018,cyusa_k,buchanapn
3019,czalambani,wef
3020,d0ctorphoo,kenneth_sc
3021,d0unaats,craigbrownphd
3022,d2eproject,c40cities
3023,d38d8ceceb71492,skull_baba
3024,d3nby,footyaccums
3025,d4sc,-1
3026,d_pratlong,bearlytech
3027,d_wasniewski,nytimesbooks
3028,dabizlegend,exagolo
3029,dabrams2021,attbusiness
3030,dachetdenis,bearlytech
3031,daddylecool,-1
3032,dadsrockedin,urban_teacher
3033,dafyddtrystan,reworkyulia
3034,dahlpt,ieeesmartcities
3035,daily_ncp,skull_baba
3036,daily_vitamins,thinkbigkc
3037,dailycartagena,-1
3038,dailydigital,journaldunet
3039,dailydubai,intel
3040,dailymur,-1
3041,dailymurecnmia,-1
3042,dailymusicbrk,-1
3043,dailytarheel,dailytarheel
3044,daivai_info,chaireanmt
3045,dakshak279,h_u_i_r
3046,dalareo,osfa_11
3047,daley3j,tpl_org
3048,dalitrights,narendramodi
3049,dallytalking,amitenterprise
3050,daltx85,-1
3051,dalytics,freebalance
3052,damianzevfox,nytimesbooks
3053,damienarchitect,-1
3054,damienclabe,bearlytech
3055,damiencolrat,bearlytech
3056,damienphilippon,h_u_i_r
3057,dan8n8,amitenterprise
3058,dan_c_cook,gazzema
3059,dan_hunter96,footyaccums
3060,dan_rgomez,-1
3061,danabrussels,sureshkito
3062,danarubinstein,-1
3063,danawwjd777,h_u_i_r
3064,dandaversa,mustmunich
3065,dandge_sunil,skull_baba
3066,dandoctoroff,dandoctoroff
3067,danfoss,-1
3068,danfossindia,journaldunet
3069,danfullcontact,coventry_city
3070,dangeorges56,bearlytech
3071,danharris,makepeaceglobal
3072,dani_knope,meganromer
3073,danialazraei,nadiaazlan
3074,danicampsmur,akwyz
3075,daniced,-1
3076,danielburrus,danielburrus
3077,danielcaceres88,acalidoniohn
3078,danielcatucci1,coventry_city
3079,danielchinagozi,intel
3080,danieldahlman7,amitenterprise
3081,danieldarnold2,narendramodi
3082,danieldoto,cleiva101
3083,danielgjokjeski,osfa_11
3084,danielgparker,msftcitynext
3085,danielhenry_28,kenneth_sc
3086,danielmenchaca,scepuebla
3087,danielmgeller,danielmgeller
3088,danieloflondon,digicatapult
3089,danielson_times,-1
3090,daniourivio,attbusiness
3091,danisimb,smartcitycomics
3092,danivodfne,intel_la
3093,dankost2,chaireanmt
3094,danlizollohh,craigbrownphd
3095,danlockton,ktn_creative
3096,danmcquillan,exagolo
3097,danmichaelfoley,footyaccums
3098,danminnican,footyaccums
3099,danrajishika,bernadet232
3100,danroth,sureshkito
3101,dantlondon,msftcitynext
3102,danyspeaks,skull_baba
3103,danzzinger,-1
3104,daphnescomblne,craigbrownphd
3105,dapickboy,bearlytech
3106,dapostrophe,-1
3107,darchief,journaldunet
3108,darchivist,exagolo
3109,darealtp,dailytarheel
3110,daringtocommit,bearlytech
3111,dariobuttitta,akwyz
3112,dariomercado,dhcmumbai
